Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.1-10.0.0.2-46191-38005-6,10.0.0.1,46191,10.0.0.2,38005,6,13/02/2021 12:54:38 am,4271554,426,0,0,0,0,0,0,0,0,0,0,0,0,99.7295129594522,10050.7152941177,75.6141918923841,10799,9920,4271554,10050.7152941177,75.6141918923841,10799,9920,0,0,0,0,0,0,0,0,0,8520,0,99.7295129594522,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139878683437,0,1613139878683437,1613139878683437,slowDDoS
10.0.0.1-10.0.0.2-47223-32365-6,10.0.0.1,47223,10.0.0.2,32365,6,13/02/2021 12:53:43 am,11046588,787,0,0,0,0,0,0,0,0,0,0,0,0,71.2437179697478,14054.1832061069,82.1813717197103,15565,13944,11046588,14054.1832061069,82.1813717197103,15565,13944,0,0,0,0,0,0,0,0,0,15740,0,71.2437179697478,0,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1.61313982326337E+015,0,1.61313982326337E+015,1.61313982326337E+015,slowDDoS
10.0.0.1-10.0.0.2-40698-26157-6,10.0.0.1,40698,10.0.0.2,26157,6,13/02/2021 12:50:43 am,28078246,825,0,0,0,0,0,0,0,0,0,0,0,0,29.3821772200443,34075.5412621359,97.4716869947275,34684,33936,28078246,34075.5412621359,97.4716869947275,34684,33936,0,0,0,0,0,0,0,0,0,16500,0,29.3821772200443,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139643399145,0,1613139643399145,1613139643399145,slowDDoS
10.0.0.1-10.0.0.2-41088-30051-6,10.0.0.1,41088,10.0.0.2,30051,6,13/02/2021 12:54:05 am,2374465,237,0,0,0,0,0,0,0,0,0,0,0,0,99.8119576409844,10061.2923728814,76.8718421256589,10768,9968,2374465,10061.2923728814,76.8718421256589,10768,9968,0,0,0,0,0,0,0,0,0,4740,0,99.8119576409844,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139845911257,0,1613139845911257,1613139845911257,slowDDoS
10.0.0.1-10.0.0.2-44972-35767-6,10.0.0.1,44972,10.0.0.2,35767,6,13/02/2021 12:54:10 am,16190819,949,0,0,0,0,0,0,0,0,0,0,0,0,58.6134648284315,17078.9229957806,235.447273423382,23766,16956,16190819,17078.9229957806,235.447273423382,23766,16956,0,0,0,0,0,0,0,0,0,18980,0,58.6134648284315,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139850487075,0,1613139850487075,1613139850487075,slowDDoS
10.0.0.1-10.0.0.2-44372-36658-6,10.0.0.1,44372,10.0.0.2,36658,6,13/02/2021 12:53:55 am,9422256,349,0,0,0,0,0,0,0,0,0,0,0,0,37.0399615548548,27075.4482758621,92.0825977571161,27739,26902,9422256,27075.4482758621,92.0825977571161,27739,26902,0,0,0,0,0,0,0,0,0,6980,0,37.0399615548548,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139835395399,0,1613139835395399,1613139835395399,slowDDoS
10.0.0.1-10.0.0.2-41133-52899-6,10.0.0.1,41133,10.0.0.2,52899,6,13/02/2021 12:54:49 am,9660973,386,0,0,0,0,0,0,0,0,0,0,0,0,39.9545677231476,25093.4363636364,186.169226688809,27453,24865,9660973,25093.4363636364,186.169226688809,27453,24865,0,0,0,0,0,0,0,0,0,7720,0,39.9545677231476,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139889795744,0,1613139889795744,1613139889795744,slowDDoS
10.0.0.1-10.0.0.2-45022-35980-6,10.0.0.1,45022,10.0.0.2,35980,6,13/02/2021 12:55:19 am,9322152,142,0,0,0,0,0,0,0,0,0,0,0,0,15.2325342903656,66114.5531914894,141.780284017807,66624,65930,9322152,66114.5531914894,141.780284017807,66624,65930,0,0,0,0,0,0,0,0,0,2840,0,15.2325342903656,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139919867136,0,1613139919867136,1613139919867136,slowDDoS
10.0.0.1-10.0.0.2-44027-58659-6,10.0.0.1,44027,10.0.0.2,58659,6,13/02/2021 12:54:09 am,48387,5,0,0,0,0,0,0,0,0,0,0,0,0,103.333540000413,12096.75,120.250779623252,12277,12031,48387,12096.75,120.250779623252,12277,12031,0,0,0,0,0,0,0,0,0,100,0,103.333540000413,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139849363401,0,1613139849363401,1613139849363401,slowDDoS
10.0.0.1-10.0.0.2-44664-18877-6,10.0.0.1,44664,10.0.0.2,18877,6,13/02/2021 12:55:00 am,10051234,557,0,0,0,0,0,0,0,0,0,0,0,0,55.4160812493272,18077.7589928058,157.011411216882,20796,17925,10051234,18077.7589928058,157.011411216882,20796,17925,0,0,0,0,0,0,0,0,0,11140,0,55.4160812493272,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1480,0,0,20,0,0,0,0,1613139900576320,0,1613139900576320,1613139900576320,slowDDoS
